teach-node-06:40190,1,teach-node-06:40190,10:36:50.181982000,10:36:50.491424000,10:36:50.538257000
teach-node-06:40190,1,teach-node-06:40290,10:36:50.181982000,10:36:50.550759000,10:36:50.575681000
teach-node-06:40190,1,teach-node-06:40390,10:36:50.181982000,10:36:50.584596000,10:36:50.676763000
teach-node-06:40190,1,teach-node-06:40490,10:36:50.181982000,10:36:50.496673000,10:36:50.533969000
teach-node-06:40190,2,teach-node-06:40190,10:36:50.286940000,10:36:50.497208000,10:36:50.577603000
teach-node-06:40190,2,teach-node-06:40290,10:36:50.286940000,10:36:50.563527000,10:36:50.589040000
teach-node-06:40190,2,teach-node-06:40390,10:36:50.286940000,10:36:50.592045000,10:36:50.682476000
teach-node-06:40190,2,teach-node-06:40490,10:36:50.286940000,10:36:50.527853000,10:36:50.537953000
teach-node-06:40190,3,teach-node-06:40190,10:36:50.313846000,10:36:50.497627000,10:36:50.587445000
teach-node-06:40190,3,teach-node-06:40290,10:36:50.313846000,10:36:50.564871000,
teach-node-06:40190,3,teach-node-06:40390,10:36:50.313846000,10:36:50.594664000,10:36:50.684120000
teach-node-06:40190,3,teach-node-06:40490,10:36:50.313846000,10:36:50.528282000,10:36:50.545476000
teach-node-06:40190,4,teach-node-06:40190,10:36:50.344473000,10:36:50.498101000,10:36:50.601765000
teach-node-06:40190,4,teach-node-06:40290,10:36:50.344473000,10:36:50.583590000,10:36:50.610550000
teach-node-06:40190,4,teach-node-06:40390,10:36:50.344473000,10:36:50.595716000,10:36:50.749112000
teach-node-06:40190,4,teach-node-06:40490,10:36:50.344473000,10:36:50.528698000,10:36:50.567177000
teach-node-06:40190,5,teach-node-06:40190,10:36:50.349685000,10:36:50.498621000,10:36:50.602549000
teach-node-06:40190,5,teach-node-06:40290,10:36:50.349685000,10:36:50.584527000,10:36:50.620480000
teach-node-06:40190,5,teach-node-06:40390,10:36:50.349685000,10:36:50.613195000,10:36:50.751635000
teach-node-06:40190,5,teach-node-06:40490,10:36:50.349685000,10:36:50.531527000,10:36:50.585708000
teach-node-06:40190,6,teach-node-06:40190,10:36:50.356119000,10:36:50.499313000,
teach-node-06:40190,6,teach-node-06:40290,10:36:50.356119000,10:36:50.592424000,10:36:50.628006000
teach-node-06:40190,6,teach-node-06:40390,10:36:50.356119000,10:36:50.614050000,10:36:50.770975000
teach-node-06:40190,6,teach-node-06:40490,10:36:50.356119000,10:36:50.535034000,10:36:50.586384000
teach-node-06:40190,7,teach-node-06:40190,10:36:50.366428000,10:36:50.535294000,10:36:50.688845000
teach-node-06:40190,7,teach-node-06:40290,10:36:50.366428000,10:36:50.610332000,10:36:50.753735000
teach-node-06:40190,7,teach-node-06:40390,10:36:50.366428000,10:36:50.614824000,10:36:50.772357000
teach-node-06:40190,7,teach-node-06:40490,10:36:50.366428000,10:36:50.535410000,10:36:50.597122000
teach-node-06:40190,8,teach-node-06:40190,10:36:50.374009000,10:36:50.561348000,10:36:50.690006000
teach-node-06:40190,8,teach-node-06:40290,10:36:50.374009000,10:36:50.664937000,10:36:50.798832000
teach-node-06:40190,8,teach-node-06:40390,10:36:50.374009000,10:36:50.615619000,10:36:50.789025000
teach-node-06:40190,8,teach-node-06:40490,10:36:50.374009000,10:36:50.538515000,10:36:50.606600000
teach-node-06:40190,9,teach-node-06:40190,10:36:50.378736000,10:36:50.561914000,10:36:50.735944000
teach-node-06:40190,9,teach-node-06:40290,10:36:50.378736000,10:36:50.672257000,10:36:50.807385000
teach-node-06:40190,9,teach-node-06:40390,10:36:50.378736000,10:36:50.616455000,10:36:50.789929000
teach-node-06:40190,9,teach-node-06:40490,10:36:50.378736000,10:36:50.550586000,10:36:50.607257000
teach-node-06:40190,10,teach-node-06:40190,10:36:50.383375000,10:36:50.582633000,10:36:50.737836000
teach-node-06:40190,10,teach-node-06:40290,10:36:50.383375000,10:36:50.675041000,10:36:50.828005000
teach-node-06:40190,10,teach-node-06:40390,10:36:50.383375000,10:36:50.617326000,10:36:50.790826000
teach-node-06:40190,10,teach-node-06:40490,10:36:50.383375000,10:36:50.551061000,
teach-node-06:40190,11,teach-node-06:40190,10:36:50.452318000,10:36:50.583324000,10:36:50.738643000
teach-node-06:40190,11,teach-node-06:40290,10:36:50.452318000,10:36:50.679133000,10:36:50.831634000
teach-node-06:40190,11,teach-node-06:40390,10:36:50.452318000,10:36:50.618139000,10:36:50.791612000
teach-node-06:40190,11,teach-node-06:40490,10:36:50.452318000,10:36:50.555225000,10:36:50.612995000
teach-node-06:40190,12,teach-node-06:40190,10:36:50.535314000,10:36:50.583725000,10:36:50.745441000
teach-node-06:40190,12,teach-node-06:40290,10:36:50.535314000,10:36:50.680341000,10:36:50.833864000
teach-node-06:40190,12,teach-node-06:40390,10:36:50.535314000,10:36:50.619041000,10:36:50.792374000
teach-node-06:40190,12,teach-node-06:40490,10:36:50.535314000,10:36:50.576554000,10:36:50.646602000
teach-node-06:40190,13,teach-node-06:40190,10:36:50.556513000,10:36:50.591235000,10:36:50.746186000
teach-node-06:40190,13,teach-node-06:40290,10:36:50.556513000,10:36:50.698125000,10:36:50.836939000
teach-node-06:40190,13,teach-node-06:40390,10:36:50.556513000,10:36:50.619938000,10:36:50.793136000
teach-node-06:40190,13,teach-node-06:40490,10:36:50.556513000,10:36:50.577084000,10:36:50.647175000
teach-node-06:40190,14,teach-node-06:40190,10:36:50.558154000,10:36:50.591678000,10:36:50.752969000
teach-node-06:40190,14,teach-node-06:40290,10:36:50.558154000,10:36:50.715276000,10:36:50.839995000
teach-node-06:40190,14,teach-node-06:40390,10:36:50.558154000,10:36:50.622092000,10:36:50.793882000
teach-node-06:40190,14,teach-node-06:40490,10:36:50.558154000,10:36:50.577480000,10:36:50.647749000
teach-node-06:40190,15,teach-node-06:40190,10:36:50.559639000,10:36:50.592485000,10:36:50.753743000
teach-node-06:40190,15,teach-node-06:40290,10:36:50.559639000,10:36:50.718149000,10:36:50.847683000
teach-node-06:40190,15,teach-node-06:40390,10:36:50.559639000,10:36:50.622973000,10:36:50.810838000
teach-node-06:40190,15,teach-node-06:40490,10:36:50.559639000,10:36:50.589610000,10:36:50.652467000
teach-node-06:40190,16,teach-node-06:40190,10:36:50.587116000,10:36:50.597084000,10:36:50.759496000
teach-node-06:40190,16,teach-node-06:40290,10:36:50.587116000,10:36:50.741317000,10:36:50.849078000
